"","order","family","genus","species","ssp"
"12994","Passeriformes","Thamnophilidae","Percnostola","Percnostola rufifrons",NA
"12995","Passeriformes","Thamnophilidae","Percnostola","Percnostola rufifrons","Percnostola rufifrons rufifrons"
"12996","Passeriformes","Thamnophilidae","Percnostola","Percnostola rufifrons","Percnostola rufifrons subcristata"
"12997","Passeriformes","Thamnophilidae","Percnostola","Percnostola rufifrons","Percnostola rufifrons minor"
"12998","Passeriformes","Thamnophilidae","Percnostola","Percnostola rufifrons","Percnostola rufifrons jensoni"
"12999","Passeriformes","Thamnophilidae","Percnostola","Percnostola arenarum",NA
"13000","Passeriformes","Thamnophilidae","Akletos","Akletos melanoceps",NA
"13001","Passeriformes","Thamnophilidae","Akletos","Akletos goeldii",NA
"13002","Passeriformes","Thamnophilidae","Hafferia","Hafferia fortis",NA
"13003","Passeriformes","Thamnophilidae","Hafferia","Hafferia fortis","Hafferia fortis fortis"
"13004","Passeriformes","Thamnophilidae","Hafferia","Hafferia fortis","Hafferia fortis incanescens"
"13005","Passeriformes","Thamnophilidae","Hafferia","Hafferia immaculata",NA
"13006","Passeriformes","Thamnophilidae","Hafferia","Hafferia immaculata","Hafferia immaculata immaculata"
"13007","Passeriformes","Thamnophilidae","Hafferia","Hafferia immaculata","Hafferia immaculata concepcion"
"13008","Passeriformes","Thamnophilidae","Hafferia","Hafferia zeledoni",NA
"13009","Passeriformes","Thamnophilidae","Hafferia","Hafferia zeledoni","Hafferia zeledoni zeledoni"
"13010","Passeriformes","Thamnophilidae","Hafferia","Hafferia zeledoni","Hafferia zeledoni berlepschi"
"13011","Passeriformes","Formicariidae","Formicarius","Formicarius colma",NA
"13012","Passeriformes","Formicariidae","Formicarius","Formicarius colma","Formicarius colma colma"
"13013","Passeriformes","Formicariidae","Formicarius","Formicarius colma","Formicarius colma nigrifrons"
"13014","Passeriformes","Formicariidae","Formicarius","Formicarius colma","Formicarius colma amazonicus"
"13015","Passeriformes","Formicariidae","Formicarius","Formicarius colma","Formicarius colma ruficeps"
"13016","Passeriformes","Formicariidae","Formicarius","Formicarius analis",NA
"13017","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis umbrosus"
"13018","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis hoffmanni"
"13019","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis panamensis"
"13020","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis virescens"
"13021","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis saturatus"
"13022","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis griseoventris"
"13023","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis connectens"
"13024","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis zamorae"
"13025","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis crissalis"
"13026","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis analis"
"13027","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis paraensis"
"13028","Passeriformes","Formicariidae","Formicarius","Formicarius moniliger",NA
"13029","Passeriformes","Formicariidae","Formicarius","Formicarius moniliger","Formicarius moniliger moniliger"
"13030","Passeriformes","Formicariidae","Formicarius","Formicarius moniliger","Formicarius moniliger pallidus"
"13031","Passeriformes","Formicariidae","Formicarius","Formicarius moniliger","Formicarius moniliger intermedius"
"13032","Passeriformes","Formicariidae","Formicarius","Formicarius rufifrons",NA
"13033","Passeriformes","Formicariidae","Formicarius","Formicarius nigricapillus",NA
"13034","Passeriformes","Formicariidae","Formicarius","Formicarius nigricapillus","Formicarius nigricapillus nigricapillus"
"13035","Passeriformes","Formicariidae","Formicarius","Formicarius nigricapillus","Formicarius nigricapillus destructus"
"13036","Passeriformes","Formicariidae","Formicarius","Formicarius rufipectus",NA
"13037","Passeriformes","Formicariidae","Formicarius","Formicarius rufipectus","Formicarius rufipectus rufipectus"
"13038","Passeriformes","Formicariidae","Formicarius","Formicarius rufipectus","Formicarius rufipectus carrikeri"
"13039","Passeriformes","Formicariidae","Formicarius","Formicarius rufipectus","Formicarius rufipectus lasallei"
"13040","Passeriformes","Formicariidae","Formicarius","Formicarius rufipectus","Formicarius rufipectus thoracicus"
"13041","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona",NA
"13042","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona columbiana"
"13043","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona punctigula"
"13044","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona olivacea"
"13045","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona huachamacarii"
"13046","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona berlepschi"
"13047","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona venezuelana"
"13048","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona yavii"
"13049","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona obscura"
"13050","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona fulvescens"
"13051","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona boliviana"
"13052","Passeriformes","Formicariidae","Chamaeza","Chamaeza campanisona","Chamaeza campanisona campanisona"
"13053","Passeriformes","Formicariidae","Chamaeza","Chamaeza nobilis",NA
"13054","Passeriformes","Formicariidae","Chamaeza","Chamaeza nobilis","Chamaeza nobilis rubida"
"13055","Passeriformes","Formicariidae","Chamaeza","Chamaeza nobilis","Chamaeza nobilis nobilis"
"13056","Passeriformes","Formicariidae","Chamaeza","Chamaeza nobilis","Chamaeza nobilis fulvipectus"
"13057","Passeriformes","Formicariidae","Chamaeza","Chamaeza meruloides",NA
"13058","Passeriformes","Formicariidae","Chamaeza","Chamaeza ruficauda",NA
"13059","Passeriformes","Formicariidae","Chamaeza","Chamaeza turdina",NA
"13060","Passeriformes","Formicariidae","Chamaeza","Chamaeza turdina","Chamaeza turdina turdina"
"13061","Passeriformes","Formicariidae","Chamaeza","Chamaeza turdina","Chamaeza turdina chionogaster"
"13062","Passeriformes","Formicariidae","Chamaeza","Chamaeza mollissima",NA
"13063","Passeriformes","Formicariidae","Chamaeza","Chamaeza mollissima","Chamaeza mollissima mollissima"
"13064","Passeriformes","Formicariidae","Chamaeza","Chamaeza mollissima","Chamaeza mollissima yungae"
"13065","Passeriformes","Grallariidae","Grallaria","Grallaria squamigera",NA
"13066","Passeriformes","Grallariidae","Grallaria","Grallaria squamigera","Grallaria squamigera squamigera"
"13067","Passeriformes","Grallariidae","Grallaria","Grallaria squamigera","Grallaria squamigera canicauda"
"13068","Passeriformes","Grallariidae","Grallaria","Grallaria gigantea",NA
"13069","Passeriformes","Grallariidae","Grallaria","Grallaria gigantea","Grallaria gigantea lehmanni"
"13070","Passeriformes","Grallariidae","Grallaria","Grallaria gigantea","Grallaria gigantea hylodroma"
"13071","Passeriformes","Grallariidae","Grallaria","Grallaria gigantea","Grallaria gigantea gigantea"
"13072","Passeriformes","Grallariidae","Grallaria","Grallaria excelsa",NA
"13073","Passeriformes","Grallariidae","Grallaria","Grallaria excelsa","Grallaria excelsa excelsa"
"13074","Passeriformes","Grallariidae","Grallaria","Grallaria excelsa","Grallaria excelsa phelpsi"
"13075","Passeriformes","Grallariidae","Grallaria","Grallaria varia",NA
"13076","Passeriformes","Grallariidae","Grallaria","Grallaria varia","Grallaria varia cinereiceps"
"13077","Passeriformes","Grallariidae","Grallaria","Grallaria varia","Grallaria varia varia"
"13078","Passeriformes","Grallariidae","Grallaria","Grallaria varia","Grallaria varia distincta"
"13079","Passeriformes","Grallariidae","Grallaria","Grallaria varia","Grallaria varia intercedens"
"13080","Passeriformes","Grallariidae","Grallaria","Grallaria varia","Grallaria varia imperator"
"13081","Passeriformes","Grallariidae","Grallaria","Grallaria alleni",NA
"13082","Passeriformes","Grallariidae","Grallaria","Grallaria alleni","Grallaria alleni alleni"
"13083","Passeriformes","Grallariidae","Grallaria","Grallaria alleni","Grallaria alleni andaquiensis"
"13084","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis",NA
"13085","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis binfordi"
"13086","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis ochraceiventris"
"13087","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis guatimalensis"
"13088","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis princeps"
"13089","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis chocoensis"
"13090","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis regulus"
"13091","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis sororia"
"13092","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis carmelitae"
"13093","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis aripoensis"
"13094","Passeriformes","Grallariidae","Grallaria","Grallaria guatimalensis","Grallaria guatimalensis roraimae"
"13095","Passeriformes","Grallariidae","Grallaria","Grallaria chthonia",NA
"13096","Passeriformes","Grallariidae","Grallaria","Grallaria haplonota",NA
"13097","Passeriformes","Grallariidae","Grallaria","Grallaria haplonota","Grallaria haplonota haplonota"
"13098","Passeriformes","Grallariidae","Grallaria","Grallaria haplonota","Grallaria haplonota pariae"
"13099","Passeriformes","Grallariidae","Grallaria","Grallaria haplonota","Grallaria haplonota parambae"
"13100","Passeriformes","Grallariidae","Grallaria","Grallaria haplonota","Grallaria haplonota chaplinae"
"13101","Passeriformes","Grallariidae","Grallaria","Grallaria dignissima",NA
"13102","Passeriformes","Grallariidae","Grallaria","Grallaria eludens",NA
"13103","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla",NA
"13104","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla ruficapilla"
"13105","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla perijana"
"13106","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla avilae"
"13107","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla nigrolineata"
"13108","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla connectens"
"13109","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla albiloris"
"13110","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla interior"
"13111","Passeriformes","Grallariidae","Grallaria","Grallaria watkinsi",NA
"13112","Passeriformes","Grallariidae","Grallaria","Grallaria bangsi",NA
"13113","Passeriformes","Grallariidae","Grallaria","Grallaria kaestneri",NA
"13114","Passeriformes","Grallariidae","Grallaria","Grallaria andicolus",NA
"13115","Passeriformes","Grallariidae","Grallaria","Grallaria andicolus","Grallaria andicolus andicolus"
"13116","Passeriformes","Grallariidae","Grallaria","Grallaria andicolus","Grallaria andicolus punensis"
"13117","Passeriformes","Grallariidae","Grallaria","Grallaria griseonucha",NA
"13118","Passeriformes","Grallariidae","Grallaria","Grallaria griseonucha","Grallaria griseonucha tachirae"
"13119","Passeriformes","Grallariidae","Grallaria","Grallaria griseonucha","Grallaria griseonucha griseonucha"
"13120","Passeriformes","Grallariidae","Grallaria","Grallaria ridgelyi",NA
"13121","Passeriformes","Grallariidae","Grallaria","Grallaria nuchalis",NA
"13122","Passeriformes","Grallariidae","Grallaria","Grallaria nuchalis","Grallaria nuchalis ruficeps"
"13123","Passeriformes","Grallariidae","Grallaria","Grallaria nuchalis","Grallaria nuchalis obsoleta"
"13124","Passeriformes","Grallariidae","Grallaria","Grallaria nuchalis","Grallaria nuchalis nuchalis"
"13125","Passeriformes","Grallariidae","Grallaria","Grallaria carrikeri",NA
"13126","Passeriformes","Grallariidae","Grallaria","Grallaria albigula",NA
"13127","Passeriformes","Grallariidae","Grallaria","Grallaria albigula","Grallaria albigula albigula"
"13128","Passeriformes","Grallariidae","Grallaria","Grallaria albigula","Grallaria albigula cinereiventris"
"13129","Passeriformes","Grallariidae","Grallaria","Grallaria flavotincta",NA
"13130","Passeriformes","Grallariidae","Grallaria","Grallaria hypoleuca",NA
"13131","Passeriformes","Grallariidae","Grallaria","Grallaria hypoleuca","Grallaria hypoleuca castanea"
"13132","Passeriformes","Grallariidae","Grallaria","Grallaria hypoleuca","Grallaria hypoleuca hypoleuca"
"13133","Passeriformes","Grallariidae","Grallaria","Grallaria przewalskii",NA
"13134","Passeriformes","Grallariidae","Grallaria","Grallaria capitalis",NA
"13135","Passeriformes","Grallariidae","Grallaria","Grallaria erythroleuca",NA
"13136","Passeriformes","Grallariidae","Grallaria","Grallaria spatiator",NA
"13137","Passeriformes","Grallariidae","Grallaria","Grallaria saltuensis",NA
"13138","Passeriformes","Grallariidae","Grallaria","Grallaria rufula",NA
"13139","Passeriformes","Grallariidae","Grallaria","Grallaria rufocinerea",NA
"13140","Passeriformes","Grallariidae","Grallaria","Grallaria alvarezi",NA
"13141","Passeriformes","Grallariidae","Grallaria","Grallaria saturata",NA
"13142","Passeriformes","Grallariidae","Grallaria","Grallaria cajamarcae",NA
"13143","Passeriformes","Grallariidae","Grallaria","Grallaria blakei",NA
"13144","Passeriformes","Grallariidae","Grallaria","Grallaria gravesi",NA
"13145","Passeriformes","Grallariidae","Grallaria","Grallaria oneilli",NA
"13146","Passeriformes","Grallariidae","Grallaria","Grallaria obscura",NA
"13147","Passeriformes","Grallariidae","Grallaria","Grallaria centralis",NA
"13148","Passeriformes","Grallariidae","Grallaria","Grallaria ayacuchensis",NA
"13149","Passeriformes","Grallariidae","Grallaria","Grallaria occabambae",NA
"13150","Passeriformes","Grallariidae","Grallaria","Grallaria occabambae","Grallaria occabambae occabambae"
"13151","Passeriformes","Grallariidae","Grallaria","Grallaria occabambae","Grallaria occabambae marcapatensis"
"13152","Passeriformes","Grallariidae","Grallaria","Grallaria sinaensis",NA
"13153","Passeriformes","Grallariidae","Grallaria","Grallaria cochabambae",NA
"13154","Passeriformes","Grallariidae","Grallaria","Grallaria quitensis",NA
"13155","Passeriformes","Grallariidae","Grallaria","Grallaria alticola",NA
"13156","Passeriformes","Grallariidae","Grallaria","Grallaria atuensis",NA
"13157","Passeriformes","Grallariidae","Grallaria","Grallaria milleri",NA
"13158","Passeriformes","Grallariidae","Grallaria","Grallaria milleri","Grallaria milleri gilesi"
"13159","Passeriformes","Grallariidae","Grallaria","Grallaria milleri","Grallaria milleri milleri"
"13160","Passeriformes","Grallariidae","Grallaria","Grallaria urraoensis",NA
"13161","Passeriformes","Grallariidae","Grallaria","Grallaria erythrotis",NA
"13162","Passeriformes","Grallariidae","Cryptopezus","Cryptopezus nattereri",NA
"13163","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus",NA
"13164","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus","Hylopezus perspicillatus intermedius"
"13165","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus","Hylopezus perspicillatus lizanoi"
"13166","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus","Hylopezus perspicillatus perspicillatus"
"13167","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus","Hylopezus perspicillatus periophthalmicus"
"13168","Passeriformes","Grallariidae","Hylopezus","Hylopezus perspicillatus","Hylopezus perspicillatus pallidior"
"13169","Passeriformes","Grallariidae","Hylopezus","Hylopezus macularius",NA
"13170","Passeriformes","Grallariidae","Hylopezus","Hylopezus macularius","Hylopezus macularius dilutus"
"13171","Passeriformes","Grallariidae","Hylopezus","Hylopezus macularius","Hylopezus macularius macularius"
"13172","Passeriformes","Grallariidae","Hylopezus","Hylopezus paraensis",NA
"13173","Passeriformes","Grallariidae","Hylopezus","Hylopezus whittakeri",NA
"13174","Passeriformes","Grallariidae","Hylopezus","Hylopezus auricularis",NA
"13175","Passeriformes","Grallariidae","Hylopezus","Hylopezus ochroleucus",NA
"13176","Passeriformes","Grallariidae","Myrmothera","Myrmothera fulviventris",NA
"13177","Passeriformes","Grallariidae","Myrmothera","Myrmothera fulviventris","Myrmothera fulviventris caquetae"
"13178","Passeriformes","Grallariidae","Myrmothera","Myrmothera fulviventris","Myrmothera fulviventris fulviventris"
